card_hand,hand_strength,game_id
??????w?,-90492486287360.0,3334052707
????*D??,-1.6258831237792037e-05,2633629679
Pp?C?R74,-23158.38671875,1018494699
<?^?????,4.54388718935661e-05,4250549261
??y~{0i),3.9367845334522857e-20,1231482826
???~?\??,554382393344.0,3960120215
`!???v??,-3.2397489121649414e-05,878204096
????????,3.2884254160703294e+30,3480591633
??]\woZ?,87.05780029296875,1896396136
1?(???wf,-4.262312467891485e+24,3483261386
"Jod,????",-1510241095122944.0,3214154940
????C???,-2.4115826032759192e+30,3556283318
?k??Z???,146817685651456.0,2193405538
D`?3?v??,2.2453932452157563e+32,1827876489
?}<W2???,-2.8071519894377684e-38,2933544069
???*?Am?,62495985664.0,739811990
?????X??,-3.8159149636414766e-19,1695862537
j$?N:?St,-2.820223805641982e-23,2508585791
???????|,6.729937353927573e-12,1745921023
?*???Qb%,-4.703151716967113e-06,483441122
"??????,m",1828538112.0,3340107737
~.??????,1.0953477621078491,145803878
+?4j???1,-140645708595200.0,2109260470
????BH?E,4.3173944430136747e-32,1658684779
?/h?x??),2.7255375046911407e+20,129129556
?F^%=??+,-664705040384.0,110863518
? ?b?l?`,0.037595734000205994,3690874644
L??el???,9.112203190429861e-27,1819036476
+g?f??~?,7.353629537305317e+27,2979662859
"?,Q?e1e?",-8105.97265625,1988661201
?PJ?Q?`?,2.093630817486241e-15,1398087060
??B?]n??,-1.6832727554152758e-25,1446918331
x?!?r~?i,-352429.78125,3719220031
!?9n??E?,-4.285186949007869e-21,1528457881
HOw?G?@M,-0.05849193409085274,2628767842
????T[?>,-4.311387537714268e-24,1971143184
D? ?K'?$,-4.700828241577925e+28,4268710539
;?????AN,4.9520870199326125e-20,1558012132
????$t??,-2240.981689453125,1452629717
??????Vr,22351650816.0,3373847538
????G?R?,90241310720.0,2834077771
z??c????,-6.743500571896079e-36,740021798
?I?2SG?t,5.582570877468197e-14,1185485969
QX?????&,6.666066587612818e-10,1437154974
????+e??,-2.489451537199662e-16,1407095049
"=??""??N?",-6.854194945990488e-13,4181411233
4??????f,-6.571918902409379e-07,1127098056
"""?P?b?)?",-8.969535530978234e-11,909865463
?????l[?,-2.0682999263239174e+33,891828686
?d????b?,-4.0367948055430738e+31,2195371094
?^?${??t,1.1954732490017189e+35,3463511173
n?????O?,4.5197116330731925e-38,1455617796
.?m?g<??,-4.371338994358802e-24,1273984323
?d&R????,-5.325038421040051e-38,1644215926
?????>'5,353941.65625,3664666330
??c\??SH,4.0220344136168543e-19,56377511
?YL?Nn~e,2.761823232182617e+35,2737374406
???V????,-4.051901542584978e+31,3276013120
??+0O1??,-1.3758151185917137e-33,4083918730
E????'%?,-1.5171512050132785e-13,2842467282
w????]??,1.6034798654023956e+35,443445572
3????-?~,5.742541922227294e-17,3820229285
??1?????,-5.495566569967135e-32,142342632
h???;???,11195375.0,2519364901
1??/?A?f,0.0025534338783472776,3523430097
r?:1G???,4.782081360447854e+25,3369901099
??1_??B?,-4.040358256993888e-36,2402108715
?-??????,7.019264126705804e+31,3254521742
???1H???,26.331924438476562,4145842635
C4??K???,1.9223266066309835e+31,3038824476
T?YO?/??,3.3184420225058686e-37,2362656199
OD??.?6?,-2191859777536.0,2975140442
4??x?^??,-8.091392374328783e-23,1511943331
??D????E,1.3847894683314456e+25,1562139936
???????*,-7.814326281233561e+33,3568133439
{u????N?,-6593959690240.0,4177033118
?????-??,2135082926080.0,910681997
?_?l???L,-1.3206773985530162e-07,3740128199
0??w?t??,4.7778191044354004e-14,1915532648
?S??Y???,1069950240292864.0,921003005
u?Xx????,-2.5186111573154928e-26,3353139195
xs????X?,1.5749284150510835e-18,4022141395
Q???V]??,179197494427648.0,1215939283
??H-3D??,4.5022994121964033e-13,3913881252
F?/v??m?,-1.778700195301706e-34,623942555
???/?g??,-1.638191082162882e+37,2763699675
???????%,3.955220169823616e+22,1893756520
T+??:???,-3508188.75,3236607590
?????;!v,-4.870891205264542e-22,2738336991
??.?Tc?8,4.4112152863817755e-07,3774864124
"""8?Vh?By",0.039430491626262665,2913044876
???c?R?&,0.010967303067445755,3308945251
?(-w?f??,-2.8026640022625727e+27,1313351461
??.?`?O?,1.3298213641377288e-09,548158785
?ux???I(,5.073351649342449e+29,1019139007
??&??9J?,60838.1015625,1292643995
????????,-6.427611338756724e-32,1113096953
???n????,4.888195794563266e+24,1585787482
s?&3i??O,0.007053739856928587,2245088001
?R???9?$,1.2291225546477281e+28,709194392
^???????,2.168824137902981e+17,3031708859
D???\=ZF,5.2780836552894e+23,320932407
?3jt???+,-4.493417582942981e-27,2664525507
?a???7?!,1.1685052448468945e-24,3135267853
?g!MS??_,-2.0859011645717638e+22,3282481239
[???/???,224918.15625,3926409
"?,??x|k?",-8.99207899980603e-13,135034145
"?>o""W?t?",9.445033581014417e+18,3694001121
?WH???'?,1.262808585511104e-37,3136982597
c??|????,5.424269178559157e-21,2214831372
?t??????,-1.2469382715976185e-15,728503200
"??-\?""??",-1.0920292927971126e-33,297468056
"""?l?????",-0.013423101045191288,3345937663
?[n??M?e,5.294335822633379e-33,41007870
kw?d1??g,4.451195742106413e+22,2424990989
8?1C??\1,4.6002381166291963e+27,3345771622
??B???Ww,-5.709001393338029e-28,3262230972
??BR????,7.817955514094903e-23,457777842
"=Z?,o???",-3.550388436048306e-19,2410233553
q?? ???x,1.4150898474077389e+17,943252123
????2?A),7.002237366039099e-23,3551399442
QZs?V??P,1.381580378848957e-35,3759821001
w??j?(??,-5.60447610620852e-25,1987323244
??z??*k?,-92.26854705810547,2111840084
??? e???,-6.528432753292083e+16,2235150549
??1???i3,6.9120173176006005e+28,634082812
?L??0??q,9.111158050245649e-09,2880341821
?J|\L???,-2.834936374869015e-38,915516340
K???? ??,1.7702378335106554e-31,4277932388
<??C\???,6.129252960050536e+24,3918628170
?HvGB?>?,1.3774965168522613e-08,3054579345
3^up5???,-5.887451392401274e-17,583844038
??~??ML?,4.631198167133802e-16,1420382791
???????S,-4.5012165977341785e-26,599027636
??ggq???,-407440736.0,1540564098
???5Evg?,6.976234065967143e+33,2006109749
?2???l??,4.98816015799148e+27,3700437720
????$x??,-2426228736.0,733522370
:??0??k+,-1.2098518072164352e+16,3992969325
????????,-2.8636629641209683e-15,749347718
K???QC?+,-647.0079345703125,2833642932
"?????L,?",1.421662240031376e-30,2958039112
?.?&??{?,-3.0871446891900245e-12,3656202578
?? ?????,-1.8243903837731473e-15,2305544654
>???fH??,6.189164868132789e-21,3161325830
hl??Q???,3.900027548011967e-17,2933236930
h???>?4?,-6.572636526520946e+36,2731023577
V<???9??,2269287846772736.0,4020553651
?????W`f,1.0144772161380009e-17,3777087939
?1??????,5.159365712437136e-10,1664392339
?O?-KLhJ,-8.462197253145841e-20,1716766503
7?????ap,1.9870951746270293e-06,312754072
?t???D??,19125.30859375,1054080034
?;??S??S,148093272064.0,2085167014
??V/A?\?,-10304961.0,893953878
???????%,3.0897899256504546e-12,1228974070
??0??e_?,-4.117465097356931e-37,4265063577
",???D??7",3.03333039119507e+26,920850106
"?????,?%",4.6954946875121806e-11,1755448027
?f??G?k?,7.9650468826293945,1868235842
A @???qX,-2.1416687433175532e+18,795352936
?B??????,1.2839915299732645e+24,4032586393
<z?${$B?,2.0770391628843754e-08,2173775274
?'Z?i??[,-3926.009033203125,29823835
?@???H'?,744.6964721679688,3635113324
?Bm?????,11444837.0,4020881615
??%?7?'?,-46704865280.0,2879541541
 ??G????,1.0484317245944472e-28,3323831900
p?F?????,3.2463332161552176e-25,3603158231
7??0???_,5.82633004703367e-26,2780786274
???????0,-8.419516098386116e-17,519016796
?H<)?%?7,31410094080000.0,718091475
Dq?z??nl,8.6385858429831e-34,3713408022
2????[I?,-4.564319153101642e-27,3799600217
??K^??>?,-1.812759701139482e+32,887188688
?9P??LQ?,3.1615514650695786e-09,968207553
"? ??io?,",-4.264201753622318e-17,1423653678
?+???>?m,-2285168756785152.0,2284058291
????????,0.00024021774879656732,3142449299
????h???,-1.3546469501690694e-11,3141812724
mP??????,-1.3938818208920312e+36,2670347667
?/???TJ?,8.984245206593624e-18,3506195364
?????U??,0.0014676708960905671,2881289826
????J\??,7.437102600427181e-10,1151968495
qUG?a???,411467094425600.0,1776401760
??>??!&.,-5.745609088006172e+21,3325965460
????b???,-6.020392655125923e-19,3079629959
?'???l?d,1.204060011490971e-34,1766790068
??????+q,2.8117519722464474e+29,520914155
??????-F,7.668641158738862e-38,1880077752
:\?????Y,4.7843745960562956e-06,3049398975
???????^,26581682176.0,1624268081
??????9?,-8.997314929697888e+36,1996271581
???<????,4.967674271938449e-09,209223258
??Iwn???,-3.528985040888354e+28,965151607
??>?Q???,1.0145176085364337e+29,701826285
?????W??,5.268369235037389e+16,328936779
??x??%?F,-5.847418219182382e-30,1747540763
w??uM??y,-4.8383318158136054e-15,1004254428
???Z???4,6.110828499787783e+21,3372299974
s<????R?,0.071512371301651,528503831
?h*{?0??,-0.22423073649406433,1821744430
?.??*?7?,-1.1361562087697476e-23,1659674983
??8?????,-20373882.0,2341570323
??????R?,7.46120658034409e-24,1960115059
|?&9A??~,-2.6555083864543865e-23,1171788696
?>?ek??[,7.349406673518022e-12,4257272389
????*<Yj,-258.9985656738281,1788430077
??nlh?I?,1.1346895017559784e+35,1107783613
???L??g/,4.529755689581334e+20,3337605084
??~gY???,2.946673123061262e-26,3988823561
K|n?????,0.9057291150093079,2225382946
?4???J??,1.4891212436622984e-16,3235080417
&.> L???,1.1365069836598631e-21,3381237935
?????.y?,3.628159879400653e+17,407934394
?n?n9???,6.652377868258173e+30,2490112333
k?U'?4?e,320615.0625,2882793950
s?? \0?5,-1070.7403564453125,2744801711
?D??U??%,5.978380812621253e-08,1499478437
?E?????O,-6.678502236636997e+19,1986090048
????????,-16946658.0,2880796048
???^??V],-1.1360752000489725e+26,2818895691
???%?+~?,5.686215445166454e-05,1236813790
E??v??>?,-0.1064995750784874,2009500473
?????Hxh,7.840174343076711e-11,3459168126
???????!,7.708639372998886e-27,1639002640
????????,-2.1787753286960456e-18,2238260124
O?@?L???,-2.945833268492108e+18,3081361934
?V??y???,3.829020386530683e-36,3194903014
???{?^5E,-3.1459880472394118e+32,3559444507
????V??$,0.3125538229942322,3050926304
PH?????m,7366220800.0,2597973227
?a??????,-2.9779205322265625,3580989059
?>?(r???,19914186293248.0,2382948718
??*h7!v|,2.108032398418882e-27,2344168583
uW??]??j,6.87853282431125e-29,1456362168
k???!???,2.6515182885527334e-24,2183577999
?n?$B?4?,2.634976220111709e-28,1740814741
m??^%y00,1.0409508324760175e-11,2068370937
??=?}??1,-2.5148488352253824e+31,231744663
??J???*?,-33255.40625,1583196263
?VOA?$??,-2.2073734509621586e-14,2579136546
H?t?1E?1,1.0692171093513297e+21,4209688858
?????A??,-1.6684230663699395e-09,436525269
{????G?_,3464348.0,1798441623
"{????,?'",-8283220869120.0,2894676946
?????J?S,-19764558.0,533830239
?Q?;?}?3,61.31959533691406,1877230695
?????I?$,-0.20900237560272217,248979512
j??????8,4.394618349778945e-13,3315190746
?T?w???4,-0.006543532945215702,3685711705
N?RkD???,-57021604.0,3128649077
"?hj??:""K",-3.527268520637235e+16,276285762
`?????L?,-1.9584930024002414e+28,2456542979
:?Z|?!??,-3.96360988186219e+30,1909653898
",??l??;?",5.649455735642526e+33,1398374002
?I.Q)??q,-0.0004252174112480134,2967124326
???-??c?,-9.232590881100247e+35,2147908372
K?JP7?X',6.530024912629439e-25,3222959768
???y????,-3.1470992886587465e-28,1826955553
">l,?????",-1.1497465348561079e-15,2551577644
?j?7N??j,3.5930350361645935e-10,1251624869
????=??{,-2.5519328398358143e-19,2426831440
"?+?KY""B?",1.0853491569239035e-37,3659418900
?MtOv??t,-161597540532224.0,754978023
?l?x<M??,479186368.0,1086657864
p]?&??#?,-8.068244894330424e+21,4073942726
???d???Q,-0.0017439400544390082,1633378497
???yaO??,4446.6669921875,777417340
?h??P???,1.4261761896855545e+38,1628331218
?8??f???,1.674519689576215e-10,2443022434
J?2??c??,-854558569922560.0,2519328794
????B???,-1.1058217014929559e-35,2013424415
???????l,6.628950469194979e+25,818309257
"l:??""???",192.924560546875,920330334
"??""Z?I??",1542112571031552.0,48467048
??????aW,-9850977.0,1369606113
rP?b???L,6.081170340621611e-06,940803399
??????m?,-1.2825448902933391e-23,2816410408
???v=???,-1.1152979767527586e-35,2584092235
"??!?""???",-2.868787463199429e+27,1899510384
}y??p???,-1.338111178483814e-05,2468620503
c?AI?a'.,1.4551954554765881e+22,2302536612
??3??`[?,9.834079081219678e-25,3214623724
?=??a?E?,-1.4090434672152208e+21,709580020
l?a??:}l,2.0029284639982896e+29,367349162
";?""??]??",1.5461935921767435e+20,2437108616
??m>r?r?,31249.837890625,3237779555
???UK??~,0.24696482717990875,3731395715
?00c????,-7.546221354459703e-07,446250533
?!???>??,1.189401624486866e-31,2051091349
?-??S???,-3.278734330618921e+33,3986839152
?C??d???,-9.716199588263894e-22,182076593
?????*?I,4.883516797834859e-24,1937302285
???V4'??,6978468231249920.0,2351833150
??q??Z&?,3.22391974227898e-11,1952496708
??1?J$^?,1.1447625887592988e-13,1687784469
?6?3??J?,2.901952714489756e+24,495264166
_???????,5.752591459895484e-05,93817597
2]gs??f?,-2.6662088293765926e-38,1219571413
?bBT???m,1.6720024927974694e+37,528987289
0?e??M??,-8.973092426219083e-24,352121058
?????8\?,-168.6180419921875,3144925077
?TY?????,15770187.0,137472624
"???,???_",23920484352.0,1479277684
???h????,-5.951055972899062e+29,3833788303
????{??j,-14171.021484375,1249600949
????~??{,-9.633578811803803e-32,38551286
"f""Ic?U??",5.477121903892609e-38,1063710460
E??fO???,-3.3137231667428364e-35,1266934749
??s????H,-4362443264.0,2436446603
?s]????Z,-1.2910931999661205e-32,2929703906
7???????,9.312414470498572e+24,1825652279
????Ns?-,4.8994640154643545e-24,3547643930
?yI?%c?C,-166497058029568.0,2615469565
????cID?,-2.165114740217736e-24,58462254
P!]Z.?2?,2.1306165365331253e-07,1226203864
?????<<?,-65246.921875,3666876987
???K?u??,-558779520.0,3057460392
dsP??l??,-1.526542405372311e-06,2279655438
PF???.`?,-117744.8125,977368416
??)+?h??,1.7591556797924568e-06,2294255185
??:C$8?9,-1.7819540944371772e+38,2567588590
;?$J?g??,35741.51953125,679855835
a?N?????,3.892083305409008e-17,2192245178
3?H?????,2.8980157650212035e-21,3251606936
wD??????,-8.88370132446289,2427331547
D(?g?=??,-1.2027215155943013e+32,122922917
K????.??,-1.6495862321876243e+30,289437156
??????{?,2.6718591701557116e-33,1059130690
???p?F?f,6.356268897275372e+31,2223749526
???9????,7.31925645625816e-22,556568530
@???d.??,2.0585570500587934e-38,4024706245
??T??Z??,-4.565618681061322e-34,3753726094
?D?_x???,-5.757744811258308e+19,2640591981
N???d???,-3.2889461517333984,1875124624
 ????!??,2.3057965453242885e+36,2222506798
???m??f?,0.4072236120700836,1666213091
?z1s??{3,3331.29052734375,2640905784
?B??$?F?,-1782.779296875,3888361683
ECL%fV??,2.0464434168685125e+23,107005638
?;[HYjy?,7.609552728608192e+26,416999964
)I???? ?,-1.929640531539917,957288100
??????B?,4.1250682884605594e+26,3553504148
?N???U)?,9.118268167185306e-07,308957769
?I???? ?,0.000721424410585314,3377385343
-????Y??,-0.0024631130509078503,3202203309
Zz??????,-93117.3046875,4253684448
?t?????H,-9.022314241088029e+18,810299490
?M??9G??,2032394.375,611574683
????`???,2.3931559443713346e+31,3131657755
?8?3??$?,1.172662400254728e+20,3116664085
?>???i3t,-9.782860727671849e+17,902130643
?J?]????,1.2528400625960723e-12,993146664
???{.TT?,-650.9526977539062,2320412917
Y??????t,3.5357350380849084e-10,299768852
?B?e????,2.542011219575091e-11,2256813128
1??????F,759.621826171875,939818756
???!b??^,9.045002047800675e+20,3679035574
W???O???,6.28059594381143e+31,708308407
a8???0??,-3.1170667546741e+29,1555133445
??puq??1,-4.518088270046822e+16,305367090
(???@???,7.042946595923826e+25,3257784522
???V}???,3.344457752242031e-33,2635730536
K[?89?<?,-7.028134547371677e+32,3130463072
???J????,-1.8715878468356095e-05,616292237
???@w>t?,1023285760.0,2713354189
????J???,-15267408117760.0,1701918408
`'9g??UD,1.1636128242649018e+28,1881158261
?b??E???,1.7627791051576707e+31,3039447113
??oni?x?,2.7175611479017536e-13,3452161470
?}??Un*?,4.034288953085204e-38,688418085
??}!2?|?,6.053358298069401e+29,501574313
]g?q???\,-1.3736918119917926e-24,2686383260
???????$,1.906867573287283e+38,3041984649
?-????R},205379.890625,2552647353
>&:??b?6,-3642063.5,704428631
????????,1.2060376689954998e-24,2186683473
?;??????,-1.4053978325386283e+32,2616451924
??K?*???,298714693632.0,2623288387
???zF$?_,2.7974304730310484e-12,1808424505
?Y^??6?x,-4.139904199994316e-32,1166058217
??v?R???,2.2305310352785596e-15,1881481549
?[3?? ??,2.512491896391328e-13,1682558382
???P????,-2.3005480360922317e+18,1942039463
?2?c????,4.5942183149951176e+32,1294003550
??A)?W;0,1.3631309491969581e-17,914195179
dG4?`t??,-1.4674185261007167e-12,41058650
????????,1.3707651221823852e+21,1593179821
????????,4.085807461251534e-07,4177465805
??t????:,-1.701709379631211e-06,1529863125
???????X,-1.4787256554499413e-18,4027672968
????^(?g,-2.030613152989333e-32,3843408967
??.?7X??,7.40238398403358e-19,2511855856
?k)???{?,1.1352091023669392e-23,3915073002
?^?d????,2.7686229756156143e-17,3803051947
N?L9e?R?,-1.2085219922474061e-16,339159432
??~?????,-30534717669376.0,2122020048
<???Uxxn,240385984.0,815231293
FVh????p,-4281931520.0,1496127376
??1z??V?,9.969632594274903e-27,1825405067
????eNG?,-17469101047808.0,2873604891
?????Ou?,-94373658624.0,1912024938
??j?Y?B=,1.7281708149987869e+19,1231215131
2u?9??G?,-3.1979818673886272e+31,2280089123
???X?ge?,0.2974526882171631,4287661615
??x?????,0.058351725339889526,4100191032
Yk?&???y,1376652445614080.0,3718831198
=?z????[,-121.63862609863281,3232690751
???i???Z,-1.2549339205084847e-29,2782120496
*z??1???,-4.585245736116901e-30,4043754768
"????1:2""",-1.0554743552476603e-17,1280499043
???????2,-101288730624.0,3043652511
??jU{???,-1.652122477935336e-06,653351786
u????b?8,-6.158093176196126e+26,769724862
?aG??Tj?,0.0021176908630877733,2028150230
?^????/?,-13792103628800.0,1563800063
-???????,-1.0816623920119283e+32,1269026692
9pn????_,-2.640121493159461e-16,181720232
????U?o?,-4.603429716948597e+25,3954041941
?sV???=?,5.226299671897208e-14,1027124036
????ds??,1.0481775970135423e-22,2592653975
 ????-?z,-1.7938759285333604e-37,2294099503
????1???,-2.1794982485445757e-11,3642604533
?*?mEj??,44411991883776.0,3569775972
?FWR??2?,-7.223872791160908e-27,1874853611
"3?Q?""???",6072652288.0,1579293557
[#?)2??^,1.0015675824932239e+34,2433152575
?)S^em??,-1334133611560960.0,2031699578
4s#?fOy5,0.00010627265146467835,970611527
????e???,4.171443761689133e+18,3550609839
??9(ty??,1810282.625,1276835745
v????<?9,2336.33837890625,2864535204
??:?P??[,2.545347135509855e-15,3295290436
bNc??ueD,-7.961426246209301e-19,1978182820
e??#??XD,2.3917896341649803e-35,286363899
j??W?F5?,2.457201803141018e-11,2738649413
???h? [?,-2.6618861991245323e+26,1965363537
1???|???,7.367156466096861e+34,4004633117
???y??y?,1.7393654584884644,3194187115
??Y??k_j,-1.0282319032817942e+37,4072016840
QLy?uuW?,-16428310.0,532305064
T;???V??,6.106834656016691e-12,1570974951
tl??V?;',1.978901942464919e+21,1685214963
[?M9????,-1.3464748470064976e-21,3905648960
p-$??y?T,2.3305011403786697e-28,284667286
"N`?r,???",-8.237011427376023e-22,736404007
X??0U?[d,-2.809390025504399e-06,813350901
"?#MU""[??",6.500285726351862e-11,4181584473
gM??M??n,14654103355392.0,4016302309
u+??H???,-6.317596668026226e-09,1767975662
??w???$#,-5.696169210896665e+37,1803542762
?}?W???T,2.010297599780119e+32,1638585477
???|J?Q?,-2.6266483414836183e+18,4020690325
???z???H,-3.219918437618429e+34,3584954072
QD????#+,-4859.66796875,838811751
g??}~???,-1.7253730792720669e-15,2801002685
?NT??o??,1.0168619418715608e-10,523645399
?????V??,2.1857913163844765e+31,1799554319
"dv,?8^??",2.681884483929295e-33,2354347759
?(+r???B,3.681438585041523e-27,638018586
??F?h?yp,8.355879309143446e+24,1798527363
???GZ??],-2.0938690831070624e-22,3309590247
??.U????,-1.813089304575531e-31,3582365546
J?e??#Wv,-0.0004815732827410102,1274934031
s?wE????,-1.2084432942839279e-17,79874163
Z]I????F,-1.2250111319957148e-34,2144714871
??5???Yc,-1.190963555552555e-29,3013336812
???C????,-2.75912809244993e+28,3049613692
????????,2.4729356830686913e+27,3798681378
??\????z,8.106641528943248e-24,4140665067
`????j?O,7.421355030376105e+30,498038502
???Z33??,-4.774808478290316e-13,3637027170
???Sv???,-6.316294759215268e+25,2122523546
"?t""W????",81106911232.0,361177690
X????*=?,-78301691904.0,1183101987
???Wo??Y,-3.8653158451751324e-10,4058042506
X???Y??@,-8.069151243755432e+21,2757040326
???t?w??,-9.742313224606621e-18,1161962770
x?QEx?<?,1.607724493556279e+22,2203189236
%?W?u???,474054.21875,1230878389
??????`?,-2.0728343526890756e-19,1313341405
?oIk?Tg?,357911335272448.0,1699605451
.???????,-1.6338783446733155e+36,3134526052
[>fb??#?,-16179723763712.0,1514991048
sm?i*m?V,0.00846775807440281,1463745876
????Y???,427003501084672.0,1164443431
????????,2.622030532813757e+26,2880248672
?}{U??X?,-2.1683505685432536e-11,969648579
y[??5?kI,-2.8469771126236512e+19,986607906
???Tz??8,-4.590377800095524e-10,2768815509
??*A?N??,1007.8228759765625,4123922718
?<f?????,-5.076763252165475e+20,2782250836
?????&?y,8.179024190519559e+32,2798331371
5Vz????a,3.138119760825807e+21,4246328428
C??0????,2.2885329235438606e-32,1048320587
????\?g?,2831332147200.0,1255846213
{????v??,-28699569160192.0,3696419605
+'?C;?US,2.1606104618314267e-20,360379673
????o=7?,-13283026.0,594400217
"?""??{?i?",2.943681799486519e-22,4158060662
???}??j?,-2013892851007488.0,3908219334
????Z???,5.272771368830531e-12,2914206674
??{n ='b,3.4297548970554103e-18,199847378
??S?F?q?,1.8844843995906277e+32,3165828469
?{???d??,0.0018968398217111826,2011364071
|?T????~,-4.027037699306893e-31,34567706
Q?4??W??,-2.1887253793486812e+32,3447436403
???????J,-0.1050276830792427,3939260490
